ID,Time,Market,Side,Order Type,Size,Price,Total,Fee,Fee Currency,TWAP
9034434858,2022-07-11T10:13:38.179697+00:00,ETH/USD,sell,Limit,0.001,1145.6,1.1456,0.00022912,USD,FALSE
9034413978,2022-07-11T10:10:04.790833+00:00,ETH/USD,buy,Limit,0.001,1144.9,1.1449,2.00E-07,ETH,FALSE
9034409222,2022-07-11T10:09:47.391487+00:00,ETH/USD,buy,Limit,0.001,1146.3,1.1463,2.00E-07,ETH,FALSE
9034395512,2022-07-11T10:07:24.782683+00:00,ETH/USD,buy,Limit,0.001,1147.3,1.1473,2.00E-07,ETH,FALSE
9034385022,2022-07-11T10:06:03.157030+00:00,ETH/USD,sell,Limit,0.001,1148.2,1.1482,0.00022964,USD,FALSE
9034363505,2022-07-11T10:02:57.410058+00:00,ETH/USD,sell,Limit,0.001,1146.9,1.1469,0.00022938,USD,FALSE
9034304653,2022-07-11T09:51:57.222683+00:00,ETH/USD,sell,Limit,0.001,1145.9,1.1459,0.00022918,USD,FALSE
9034274956,2022-07-11T09:46:42.005599+00:00,ETH/USD,buy,Limit,0.001,1145,1.145,2.00E-07,ETH,FALSE
9034242017,2022-07-11T09:40:40.578887+00:00,ETH/USD,sell,Limit,0.001,1146.1,1.1461,0.00022922,USD,FALSE
9034234369,2022-07-11T09:38:41.012108+00:00,ETH/USD,buy,Limit,0.001,1145.1,1.1451,2.00E-07,ETH,FALSE
9034227745,2022-07-11T09:38:12.408440+00:00,ETH/USD,sell,Limit,0.001,1146.2,1.1462,0.00022924,USD,FALSE
9034212162,2022-07-11T09:35:09.920751+00:00,ETH/USD,sell,Limit,0.001,1145.1,1.1451,0.00022902,USD,FALSE
9034194473,2022-07-11T09:32:05.809587+00:00,ETH/USD,buy,Limit,0.002,1144,2.288,4.00E-07,ETH,FALSE
9034190776,2022-07-11T09:31:29.098782+00:00,ETH/USD,buy,Limit,0.001,1144.5,1.1445,2.00E-07,ETH,FALSE
9034180199,2022-07-11T09:29:41.298307+00:00,ETH/USD,sell,Limit,0.001,1145.6,1.1456,0.00022912,USD,FALSE
9034171581,2022-07-11T09:28:40.427906+00:00,ETH/USD,buy,Limit,0.001,1144.6,1.1446,2.00E-07,ETH,FALSE
9034155305,2022-07-11T09:25:57.447920+00:00,ETH/USD,buy,Limit,0.001,1146.4,1.1464,2.00E-07,ETH,FALSE
9034154197,2022-07-11T09:25:45.531567+00:00,ETH/USD,sell,Limit,0.001,1147.5,1.1475,0.0002295,USD,FALSE
9034099987,2022-07-11T09:17:11.175825+00:00,ETH/USD,buy,Limit,0.001,1146.4,1.1464,2.00E-07,ETH,FALSE
9034090025,2022-07-11T09:15:45.371643+00:00,ETH/USD,buy,Limit,0.001,1147.2,1.1472,2.00E-07,ETH,FALSE
9034084982,2022-07-11T09:15:24.079246+00:00,ETH/USD,sell,Limit,0.001,1148.8,1.1488,0.00022976,USD,FALSE
9034077845,2022-07-11T09:14:52.169539+00:00,ETH/USD,sell,Limit,0.001,1147.9,1.1479,0.00022958,USD,FALSE
9034063850,2022-07-11T09:13:29.140061+00:00,ETH/USD,sell,Limit,0.001,1146.8,1.1468,0.00022936,USD,FALSE
9034059192,2022-07-11T09:12:40.794004+00:00,ETH/USD,buy,Limit,0.001,1145.7,1.1457,2.00E-07,ETH,FALSE
9034051340,2022-07-11T09:11:38.232057+00:00,ETH/USD,sell,Limit,0.001,1146.7,1.1467,0.00022934,USD,FALSE
9034048362,2022-07-11T09:11:18.063105+00:00,ETH/USD,sell,Limit,0.001,1145.8,1.1458,0.00022916,USD,FALSE
9034029863,2022-07-11T09:08:18.773540+00:00,ETH/USD,sell,Limit,0.001,1144.7,1.1447,0.00022894,USD,FALSE
9034000672,2022-07-11T09:04:25.044034+00:00,ETH/USD,buy,Limit,0.001,1143.7,1.1437,2.00E-07,ETH,FALSE
9033993930,2022-07-11T09:03:45.538418+00:00,ETH/USD,sell,Limit,0.001,1144.8,1.1448,0.00022896,USD,FALSE
9033987118,2022-07-11T09:03:23.073637+00:00,ETH/USD,sell,Limit,0.001,1143.9,1.1439,0.00022878,USD,FALSE
9033980195,2022-07-11T09:02:47.277109+00:00,ETH/USD,sell,Limit,0.001,1142.6,1.1426,0.00022852,USD,FALSE
9033935597,2022-07-11T08:55:25.540614+00:00,ETH/USD,buy,Limit,0.001,1141.5,1.1415,2.00E-07,ETH,FALSE
9033927046,2022-07-11T08:54:18.818471+00:00,ETH/USD,sell,Limit,0.001,1142.6,1.1426,0.00022852,USD,FALSE
9033919485,2022-07-11T08:53:00.578549+00:00,ETH/USD,buy,Limit,0.001,1141.5,1.1415,2.00E-07,ETH,FALSE
9033896082,2022-07-11T08:48:53.073985+00:00,ETH/USD,sell,Limit,0.001,1142.5,1.1425,0.0002285,USD,FALSE
9033886103,2022-07-11T08:46:55.781855+00:00,ETH/USD,buy,Limit,0.001,1141.6,1.1416,2.00E-07,ETH,FALSE
9033855655,2022-07-11T08:40:39.535318+00:00,ETH/USD,buy,Limit,0.001,1142.6,1.1426,2.00E-07,ETH,FALSE
9033832803,2022-07-11T08:37:06.612799+00:00,ETH/USD,sell,Limit,0.001,1143.4,1.1434,0.00022868,USD,FALSE
9033818097,2022-07-11T08:34:51.766007+00:00,ETH/USD,sell,Limit,0.001,1142.4,1.1424,0.00022848,USD,FALSE
9033811604,2022-07-11T08:33:59.370490+00:00,ETH/USD,buy,Limit,0.001,1141.4,1.1414,2.00E-07,ETH,FALSE
9033798165,2022-07-11T08:32:29.316946+00:00,ETH/USD,buy,Limit,0.001,1142.6,1.1426,2.00E-07,ETH,FALSE
9033783180,2022-07-11T08:30:11.066493+00:00,ETH/USD,sell,Limit,0.001,1143.8,1.1438,0.00022876,USD,FALSE
9033725576,2022-07-11T08:21:13.105782+00:00,ETH/USD,buy,Limit,0.001,1142.8,1.1428,2.00E-07,ETH,FALSE
9033720465,2022-07-11T08:20:42.351870+00:00,ETH/USD,buy,Limit,0.001,1144.3,1.1443,2.00E-07,ETH,FALSE
9033697316,2022-07-11T08:17:22.302473+00:00,ETH/USD,buy,Limit,0.001,1145.3,1.1453,2.00E-07,ETH,FALSE
9033690474,2022-07-11T08:17:06.978375+00:00,ETH/USD,sell,Limit,0.001,1145.4,1.1454,0.00022908,USD,FALSE
9033680627,2022-07-11T08:16:01.995985+00:00,ETH/USD,sell,Limit,0.001,1145.4,1.1454,0.00022908,USD,FALSE
9033658649,2022-07-11T08:13:41.124843+00:00,ETH/USD,sell,Limit,0.001,1144.4,1.1444,0.00022888,USD,FALSE
9033645659,2022-07-11T08:11:33.460855+00:00,ETH/USD,sell,Limit,0.001,1143.8,1.1438,0.00022876,USD,FALSE
9033615354,2022-07-11T08:06:05.960181+00:00,ETH/USD,sell,Limit,0.001,1142.6,1.1426,0.00022852,USD,FALSE
9033604478,2022-07-11T08:04:31.321028+00:00,ETH/USD,buy,Limit,0.001,1140.8,1.1408,2.00E-07,ETH,FALSE
9033596767,2022-07-11T08:03:48.424374+00:00,ETH/USD,buy,Limit,0.001,1141.8,1.1418,2.00E-07,ETH,FALSE
9033582722,2022-07-11T08:01:32.926132+00:00,ETH/USD,sell,Limit,0.001,1143.3,1.1433,0.00022866,USD,FALSE
9033535420,2022-07-11T07:54:38.227988+00:00,ETH/USD,buy,Limit,0.001,1142.2,1.1422,2.00E-07,ETH,FALSE
9033523733,2022-07-11T07:52:40.301911+00:00,ETH/USD,sell,Limit,0.001,1143.2,1.1432,0.00022864,USD,FALSE
9033512490,2022-07-11T07:50:48.072417+00:00,ETH/USD,buy,Limit,0.001,1142.1,1.1421,2.00E-07,ETH,FALSE
9033483563,2022-07-11T07:45:58.032212+00:00,ETH/USD,buy,Limit,0.001,1143.2,1.1432,2.00E-07,ETH,FALSE
9033469568,2022-07-11T07:43:46.666760+00:00,ETH/USD,sell,Limit,0.001,1144.3,1.1443,0.00022886,USD,FALSE
9033465311,2022-07-11T07:43:07.888739+00:00,ETH/USD,buy,Limit,0.001,1143.2,1.1432,2.00E-07,ETH,FALSE
9033458751,2022-07-11T07:42:16.639806+00:00,ETH/USD,sell,Limit,0.001,1144.2,1.1442,0.00022884,USD,FALSE
9033435361,2022-07-11T07:38:07.777791+00:00,ETH/USD,buy,Limit,0.001,1143,1.143,2.00E-07,ETH,FALSE
9033410205,2022-07-11T07:34:15.321526+00:00,ETH/USD,sell,Limit,0.005,1144,5.72,0.001144,USD,FALSE
9033398983,2022-07-11T07:32:51.678513+00:00,ETH/USD,sell,Limit,0.001,1143.4,1.1434,0.00022868,USD,FALSE
9033395745,2022-07-11T07:32:25.846991+00:00,ETH/USD,sell,Limit,0.001,1142.3,1.1423,0.00022846,USD,FALSE
9033386924,2022-07-11T07:31:27.139077+00:00,ETH/USD,buy,Limit,0.001,1140.9,1.1409,2.00E-07,ETH,FALSE
9033350983,2022-07-11T07:26:09.332075+00:00,ETH/USD,sell,Limit,0.001,1142.3,1.1423,0.00022846,USD,FALSE
9033334484,2022-07-11T07:23:33.300569+00:00,ETH/USD,buy,Limit,0.001,1141.4,1.1414,2.00E-07,ETH,FALSE
9033295304,2022-07-11T07:17:48.302666+00:00,ETH/USD,sell,Limit,0.001,1142.4,1.1424,0.00022848,USD,FALSE
9033267757,2022-07-11T07:13:17.049034+00:00,ETH/USD,buy,Limit,0.001,1141.6,1.1416,2.00E-07,ETH,FALSE
9033263941,2022-07-11T07:12:45.540070+00:00,ETH/USD,sell,Limit,0.001,1142.5,1.1425,0.0002285,USD,FALSE
9033243945,2022-07-11T07:09:38.586156+00:00,ETH/USD,buy,Limit,0.001,1141.5,1.1415,2.00E-07,ETH,FALSE
9033224232,2022-07-11T07:07:15.663922+00:00,ETH/USD,buy,Limit,0.001,1142.5,1.1425,2.00E-07,ETH,FALSE
9033198829,2022-07-11T07:05:12.569681+00:00,ETH/USD,sell,Limit,0.001,1143.5,1.1435,0.0002287,USD,FALSE
9033193036,2022-07-11T07:04:51.567170+00:00,ETH/USD,sell,Limit,0.001,1142.5,1.1425,0.0002285,USD,FALSE
9033180180,2022-07-11T07:04:09.341904+00:00,ETH/USD,sell,Limit,0.001,1140.7,1.1407,0.00022814,USD,FALSE
9033179430,2022-07-11T07:04:02.407300+00:00,ETH/USD,sell,Limit,0.001,1139.5,1.1395,0.0002279,USD,FALSE
9033166372,2022-07-11T07:02:38.106491+00:00,ETH/USD,buy,Limit,0.001,1138.5,1.1385,2.00E-07,ETH,FALSE
9033160383,2022-07-11T07:02:02.377474+00:00,ETH/USD,sell,Limit,0.001,1139.3,1.1393,0.00022786,USD,FALSE
9033153268,2022-07-11T07:01:05.772809+00:00,ETH/USD,buy,Limit,0.001,1138.3,1.1383,2.00E-07,ETH,FALSE
9033123032,2022-07-11T06:58:06.590081+00:00,ETH/USD,buy,Limit,0.001,1139.6,1.1396,2.00E-07,ETH,FALSE
9033117544,2022-07-11T06:57:21.354100+00:00,ETH/USD,sell,Limit,0.001,1140.5,1.1405,0.0002281,USD,FALSE
9033089584,2022-07-11T06:53:01.680313+00:00,ETH/USD,sell,Limit,0.001,1139.3,1.1393,0.00022786,USD,FALSE
9033076499,2022-07-11T06:51:23.490777+00:00,ETH/USD,buy,Limit,0.001,1138.2,1.1382,2.00E-07,ETH,FALSE
9033065777,2022-07-11T06:50:30.286338+00:00,ETH/USD,buy,Limit,0.001,1139.6,1.1396,2.00E-07,ETH,FALSE
9033057806,2022-07-11T06:48:54.115251+00:00,ETH/USD,buy,Limit,0.001,1140.4,1.1404,2.00E-07,ETH,FALSE
9033039379,2022-07-11T06:46:37.411431+00:00,ETH/USD,sell,Limit,0.001,1141.7,1.1417,0.00022834,USD,FALSE
9033011157,2022-07-11T06:42:17.534821+00:00,ETH/USD,sell,Limit,0.001,1140.5,1.1405,0.0002281,USD,FALSE
9033006359,2022-07-11T06:41:41.062815+00:00,ETH/USD,buy,Limit,0.001,1139.4,1.1394,2.00E-07,ETH,FALSE
9032999506,2022-07-11T06:41:11.008141+00:00,ETH/USD,sell,Limit,0.001,1140.4,1.1404,0.00022808,USD,FALSE
9032979915,2022-07-11T06:39:55.601035+00:00,ETH/USD,buy,Limit,0.001,1139.7,1.1397,2.00E-07,ETH,FALSE
9032950940,2022-07-11T06:37:23.082732+00:00,ETH/USD,buy,Limit,0.001,1141.4,1.1414,2.00E-07,ETH,FALSE
9032941775,2022-07-11T06:35:58.427523+00:00,ETH/USD,sell,Limit,0.001,1142.2,1.1422,0.00022844,USD,FALSE
9032934937,2022-07-11T06:35:20.812723+00:00,ETH/USD,buy,Limit,0.001,1141.1,1.1411,2.00E-07,ETH,FALSE
9032910624,2022-07-11T06:32:20.220361+00:00,ETH/USD,sell,Limit,0.001,1141.1,1.1411,0.00022822,USD,FALSE
9032881314,2022-07-11T06:29:10.897385+00:00,ETH/USD,sell,Limit,0.001,1139.9,1.1399,0.00022798,USD,FALSE
9032878625,2022-07-11T06:28:40.651178+00:00,ETH/USD,buy,Limit,0.001,1138.8,1.1388,2.00E-07,ETH,FALSE
9032866932,2022-07-11T06:27:08.161004+00:00,ETH/USD,sell,Limit,0.001,1139.9,1.1399,0.00022798,USD,FALSE
9032854760,2022-07-11T06:25:15.712068+00:00,ETH/USD,buy,Limit,0.001,1138.8,1.1388,2.00E-07,ETH,FALSE
9032851039,2022-07-11T06:24:55.395402+00:00,ETH/USD,sell,Limit,0.001,1140.3,1.1403,0.00022806,USD,FALSE
9032847802,2022-07-11T06:24:25.790212+00:00,ETH/USD,sell,Limit,0.001,1139.6,1.1396,0.00022792,USD,FALSE
9032833877,2022-07-11T06:22:05.066191+00:00,ETH/USD,buy,Limit,0.001,1138.6,1.1386,2.00E-07,ETH,FALSE
9032830881,2022-07-11T06:21:52.073284+00:00,ETH/USD,sell,Limit,0.001,1139.7,1.1397,0.00022794,USD,FALSE
9032824012,2022-07-11T06:20:49.868236+00:00,ETH/USD,buy,Limit,0.001,1138.6,1.1386,2.00E-07,ETH,FALSE
9032818706,2022-07-11T06:20:18.220978+00:00,ETH/USD,buy,Limit,0.001,1139.8,1.1398,2.00E-07,ETH,FALSE
9032811758,2022-07-11T06:19:21.142934+00:00,ETH/USD,sell,Limit,0.001,1140.7,1.1407,0.00022814,USD,FALSE
9032804292,2022-07-11T06:18:11.657926+00:00,ETH/USD,sell,Limit,0.001,1139.4,1.1394,0.00022788,USD,FALSE
9032787898,2022-07-11T06:16:11.773708+00:00,ETH/USD,buy,Limit,0.001,1137.5,1.1375,2.00E-07,ETH,FALSE
9032786928,2022-07-11T06:15:59.084397+00:00,ETH/USD,buy,Limit,0.001,1138,1.138,2.00E-07,ETH,FALSE
9032784041,2022-07-11T06:15:55.996000+00:00,ETH/USD,sell,Limit,0.001,1139.4,1.1394,0.00022788,USD,FALSE
9032777677,2022-07-11T06:15:17.589423+00:00,ETH/USD,sell,Limit,0.001,1138.1,1.1381,0.00022762,USD,FALSE
9032771928,2022-07-11T06:15:04.200451+00:00,ETH/USD,buy,Limit,0.001,1137.4,1.1374,2.00E-07,ETH,FALSE
9032769288,2022-07-11T06:14:50.372220+00:00,ETH/USD,buy,Limit,0.001,1138.2,1.1382,2.00E-07,ETH,FALSE
9032761278,2022-07-11T06:14:01.184692+00:00,ETH/USD,sell,Limit,0.001,1139.4,1.1394,0.00022788,USD,FALSE
9032757611,2022-07-11T06:13:45.977981+00:00,ETH/USD,sell,Limit,0.001,1138.9,1.1389,0.00022778,USD,FALSE
9032751148,2022-07-11T06:13:19.477291+00:00,ETH/USD,buy,Limit,0.001,1137.7,1.1377,2.00E-07,ETH,FALSE
9032742623,2022-07-11T06:12:31.092344+00:00,ETH/USD,sell,Limit,0.001,1138.5,1.1385,0.0002277,USD,FALSE
9032738943,2022-07-11T06:12:22.380656+00:00,ETH/USD,buy,Limit,0.001,1137.5,1.1375,2.00E-07,ETH,FALSE
9032737155,2022-07-11T06:12:15.634262+00:00,ETH/USD,sell,Limit,0.001,1138.3,1.1383,0.00022766,USD,FALSE
9032736347,2022-07-11T06:12:09.336376+00:00,ETH/USD,buy,Limit,0.001,1137.5,1.1375,2.00E-07,ETH,FALSE
9032727821,2022-07-11T06:12:03.238897+00:00,ETH/USD,buy,Limit,0.001,1139.6,1.1396,2.00E-07,ETH,FALSE
9032718533,2022-07-11T06:11:53.059246+00:00,ETH/USD,buy,Limit,0.001,1140.1,1.1401,2.00E-07,ETH,FALSE
9032710341,2022-07-11T06:11:15.902095+00:00,ETH/USD,buy,Limit,0.001,1140.5,1.1405,2.00E-07,ETH,FALSE
9032708081,2022-07-11T06:11:06.504698+00:00,ETH/USD,sell,Limit,0.001,1141.7,1.1417,0.00022834,USD,FALSE
9032696910,2022-07-11T06:10:38.330616+00:00,ETH/USD,buy,Limit,0.001,1140.7,1.1407,2.00E-07,ETH,FALSE
9032686886,2022-07-11T06:10:15.873036+00:00,ETH/USD,buy,Limit,0.001,1140.5,1.1405,0.00079835,USD,FALSE
9032683821,2022-07-11T06:10:12.661648+00:00,ETH/USD,buy,Limit,0.001,1142.3,1.1423,2.00E-07,ETH,FALSE
9032668018,2022-07-11T06:09:22.450051+00:00,ETH/USD,sell,Limit,0.001,1143.2,1.1432,0.00022864,USD,FALSE
9032658675,2022-07-11T06:09:16.077414+00:00,ETH/USD,buy,Limit,0.001,1142.8,1.1428,2.00E-07,ETH,FALSE
9032648420,2022-07-11T06:09:10.438874+00:00,ETH/USD,buy,Limit,0.001,1145.4,1.1454,2.00E-07,ETH,FALSE
9032639103,2022-07-11T06:08:05.107521+00:00,ETH/USD,buy,Limit,0.001,1146.4,1.1464,2.00E-07,ETH,FALSE
9032627277,2022-07-11T06:06:32.492329+00:00,ETH/USD,sell,Limit,0.001,1147.2,1.1472,0.00022944,USD,FALSE
9032599921,2022-07-11T06:03:08.316106+00:00,ETH/USD,buy,Limit,0.001,1146.3,1.1463,2.00E-07,ETH,FALSE
9032591554,2022-07-11T06:02:07.448644+00:00,ETH/USD,sell,Limit,0.001,1146.6,1.1466,0.00022932,USD,FALSE
9032583885,2022-07-11T06:01:34.976663+00:00,ETH/USD,buy,Limit,0.001,1144.8,1.1448,2.00E-07,ETH,FALSE
9032558282,2022-07-11T05:58:03.690596+00:00,ETH/USD,buy,Limit,0.001,1146,1.146,2.00E-07,ETH,FALSE
9032551562,2022-07-11T05:57:02.552104+00:00,ETH/USD,sell,Limit,0.001,1147.1,1.1471,0.00022942,USD,FALSE
9032545075,2022-07-11T05:55:56.411871+00:00,ETH/USD,buy,Limit,0.001,1145.3,1.1453,2.00E-07,ETH,FALSE
9032542663,2022-07-11T05:55:33.000786+00:00,ETH/USD,sell,Limit,0.001,1146.3,1.1463,0.00022926,USD,FALSE
9032530781,2022-07-11T05:54:21.061726+00:00,ETH/USD,sell,Limit,0.001,1144.9,1.1449,0.00022898,USD,FALSE
9032525671,2022-07-11T05:54:15.665958+00:00,ETH/USD,buy,Limit,0.001,1144.2,1.1442,2.00E-07,ETH,FALSE
9032519948,2022-07-11T05:54:08.399912+00:00,ETH/USD,buy,Limit,0.001,1145.3,1.1453,2.00E-07,ETH,FALSE
9032512769,2022-07-11T05:53:17.167247+00:00,ETH/USD,buy,Limit,0.001,1146.4,1.1464,2.00E-07,ETH,FALSE
9032511488,2022-07-11T05:53:10.033057+00:00,ETH/USD,buy,Limit,0.001,1147.4,1.1474,2.00E-07,ETH,FALSE
9032504765,2022-07-11T05:51:55.787204+00:00,ETH/USD,sell,Limit,0.001,1148.4,1.1484,0.00022968,USD,FALSE
9032500026,2022-07-11T05:51:04.072618+00:00,ETH/USD,buy,Limit,0.001,1147.4,1.1474,2.00E-07,ETH,FALSE
9032493566,2022-07-11T05:49:58.513051+00:00,ETH/USD,sell,Limit,0.001,1148.5,1.1485,0.0002297,USD,FALSE
9032472891,2022-07-11T05:47:23.392001+00:00,ETH/USD,sell,Limit,0.001,1147.3,1.1473,0.00022946,USD,FALSE
9032462679,2022-07-11T05:46:38.990459+00:00,ETH/USD,buy,Limit,0.001,1146.6,1.1466,2.00E-07,ETH,FALSE
9032459578,2022-07-11T05:46:30.260793+00:00,ETH/USD,buy,Limit,0.001,1147.3,1.1473,2.00E-07,ETH,FALSE
9032450869,2022-07-11T05:46:22.048018+00:00,ETH/USD,buy,Limit,0.001,1148.7,1.1487,2.00E-07,ETH,FALSE
9032444728,2022-07-11T05:46:07.998936+00:00,ETH/USD,buy,Limit,0.001,1150.1,1.1501,2.00E-07,ETH,FALSE
9032426712,2022-07-11T05:43:01.322525+00:00,ETH/USD,sell,Limit,0.001,1151,1.151,0.0002302,USD,FALSE
9032343223,2022-07-11T05:24:59.560122+00:00,ETH/USD,buy,Limit,0.001,1149.7,1.1497,2.00E-07,ETH,FALSE
9032337379,2022-07-11T05:24:11.462082+00:00,ETH/USD,sell,Limit,0.001,1150.8,1.1508,0.00023016,USD,FALSE
9032331321,2022-07-11T05:23:34.757793+00:00,ETH/USD,sell,Limit,0.001,1149.3,1.1493,0.00022986,USD,FALSE
9032314539,2022-07-11T05:20:15.463315+00:00,ETH/USD,sell,Limit,0.001,1148,1.148,0.0002296,USD,FALSE
9032313825,2022-07-11T05:19:57.997103+00:00,ETH/USD,buy,Limit,0.001,1147.5,1.1475,2.00E-07,ETH,FALSE
9032311083,2022-07-11T05:19:18.529155+00:00,ETH/USD,sell,Limit,0.001,1148.4,1.1484,0.00022968,USD,FALSE
9032307754,2022-07-11T05:18:42.389471+00:00,ETH/USD,buy,Limit,0.001,1147.5,1.1475,2.00E-07,ETH,FALSE
9032298091,2022-07-11T05:17:20.338125+00:00,ETH/USD,sell,Limit,0.001,1148.3,1.1483,0.00022966,USD,FALSE
9032294626,2022-07-11T05:16:57.550384+00:00,ETH/USD,sell,Limit,0.001,1147.3,1.1473,0.00022946,USD,FALSE
9032285864,2022-07-11T05:15:00.779141+00:00,ETH/USD,sell,Limit,0.001,1146.3,1.1463,0.00022926,USD,FALSE
9032263857,2022-07-11T05:12:16.442042+00:00,ETH/USD,buy,Limit,0.001,1146.1,1.1461,2.00E-07,ETH,FALSE
9032259979,2022-07-11T05:11:48.097854+00:00,ETH/USD,buy,Limit,0.001,1147.4,1.1474,2.00E-07,ETH,FALSE
9032246827,2022-07-11T05:09:36.704400+00:00,ETH/USD,buy,Limit,0.001,1148.6,1.1486,2.00E-07,ETH,FALSE
9032234311,2022-07-11T05:07:35.300811+00:00,ETH/USD,sell,Limit,0.001,1149.6,1.1496,0.00022992,USD,FALSE
9032225674,2022-07-11T05:06:11.462444+00:00,ETH/USD,sell,Limit,0.001,1148.4,1.1484,0.00022968,USD,FALSE
9032218663,2022-07-11T05:05:16.261713+00:00,ETH/USD,sell,Limit,0.001,1147.5,1.1475,0.0002295,USD,FALSE
9032206144,2022-07-11T05:03:21.562117+00:00,ETH/USD,buy,Limit,0.001,1145.7,1.1457,2.00E-07,ETH,FALSE
9032199777,2022-07-11T05:02:21.849598+00:00,ETH/USD,buy,Limit,0.001,1147.1,1.1471,2.00E-07,ETH,FALSE
9032186596,2022-07-11T05:00:12.644300+00:00,ETH/USD,buy,Limit,0.001,1147.9,1.1479,2.00E-07,ETH,FALSE
9032144196,2022-07-11T04:51:57.782478+00:00,ETH/USD,buy,Limit,0.001,1148.8,1.1488,2.00E-07,ETH,FALSE
9032136615,2022-07-11T04:50:10.901055+00:00,ETH/USD,sell,Limit,0.001,1149.7,1.1497,0.00022994,USD,FALSE
9032118945,2022-07-11T04:47:31.168847+00:00,ETH/USD,buy,Limit,0.001,1148.7,1.1487,2.00E-07,ETH,FALSE
9032105087,2022-07-11T04:45:54.976044+00:00,ETH/USD,sell,Limit,0.001,1150,1.15,0.00023,USD,FALSE
9032101458,2022-07-11T04:45:39.876308+00:00,ETH/USD,sell,Limit,0.001,1148.8,1.1488,0.00022976,USD,FALSE
9032093479,2022-07-11T04:45:01.257932+00:00,ETH/USD,sell,Limit,0.001,1147.7,1.1477,0.00022954,USD,FALSE
9032089814,2022-07-11T04:44:54.896528+00:00,ETH/USD,sell,Limit,0.001,1145.7,1.1457,0.00022914,USD,FALSE
9032087610,2022-07-11T04:44:49.854059+00:00,ETH/USD,sell,Limit,0.001,1144.3,1.1443,0.00022886,USD,FALSE
9032078328,2022-07-11T04:44:41.469120+00:00,ETH/USD,buy,Limit,0.001,1143.4,1.1434,2.00E-07,ETH,FALSE
9032071135,2022-07-11T04:44:07.176057+00:00,ETH/USD,buy,Limit,0.001,1145,1.145,2.00E-07,ETH,FALSE
9032049605,2022-07-11T04:40:43.677990+00:00,ETH/USD,sell,Limit,0.001,1146,1.146,0.0002292,USD,FALSE
9032035031,2022-07-11T04:38:42.162547+00:00,ETH/USD,buy,Limit,0.001,1145.2,1.1452,2.00E-07,ETH,FALSE
9032028516,2022-07-11T04:38:07.058130+00:00,ETH/USD,buy,Limit,0.001,1146.6,1.1466,2.00E-07,ETH,FALSE
9031998498,2022-07-11T04:32:26.240477+00:00,ETH/USD,buy,Limit,0.001,1147.7,1.1477,2.00E-07,ETH,FALSE
9031993300,2022-07-11T04:31:35.839733+00:00,ETH/USD,sell,Limit,0.001,1148.5,1.1485,0.0002297,USD,FALSE
9031984766,2022-07-11T04:30:36.790389+00:00,ETH/USD,sell,Limit,0.001,1147.4,1.1474,0.00022948,USD,FALSE
9031973586,2022-07-11T04:29:15.230706+00:00,ETH/USD,buy,Limit,0.001,1146.4,1.1464,2.00E-07,ETH,FALSE
9031942062,2022-07-11T04:24:48.887111+00:00,ETH/USD,buy,Limit,0.001,1147.8,1.1478,2.00E-07,ETH,FALSE
9031937791,2022-07-11T04:24:36.430215+00:00,ETH/USD,sell,Limit,0.001,1148.9,1.1489,0.00022978,USD,FALSE
9031933599,2022-07-11T04:24:14.731960+00:00,ETH/USD,buy,Limit,0.001,1147.9,1.1479,2.00E-07,ETH,FALSE
9031923361,2022-07-11T04:23:32.681244+00:00,ETH/USD,buy,Limit,0.001,1149,1.149,2.00E-07,ETH,FALSE
9031916597,2022-07-11T04:22:11.639470+00:00,ETH/USD,buy,Limit,0.001,1150.1,1.1501,2.00E-07,ETH,FALSE
9031910160,2022-07-11T04:22:02.038599+00:00,ETH/USD,buy,Limit,0.001,1151.2,1.1512,2.00E-07,ETH,FALSE
9031899268,2022-07-11T04:20:32.185958+00:00,ETH/USD,sell,Limit,0.001,1152,1.152,0.0002304,USD,FALSE
9031882828,2022-07-11T04:17:28.621338+00:00,ETH/USD,sell,Limit,0.001,1151,1.151,0.0002302,USD,FALSE
9031878898,2022-07-11T04:16:50.055464+00:00,ETH/USD,buy,Limit,0.001,1150,1.15,2.00E-07,ETH,FALSE
9031865400,2022-07-11T04:14:15.876112+00:00,ETH/USD,sell,Limit,0.001,1151,1.151,0.0002302,USD,FALSE
9031852736,2022-07-11T04:12:31.386019+00:00,ETH/USD,sell,Limit,0.001,1149.7,1.1497,0.00022994,USD,FALSE
9031837020,2022-07-11T04:11:14.234716+00:00,ETH/USD,sell,Limit,0.001,1148.6,1.1486,0.00022972,USD,FALSE
9031829690,2022-07-11T04:10:24.515086+00:00,ETH/USD,buy,Limit,0.001,1147.5,1.1475,2.00E-07,ETH,FALSE
9031827579,2022-07-11T04:10:16.666168+00:00,ETH/USD,buy,Limit,0.001,1148.4,1.1484,2.00E-07,ETH,FALSE
9031821762,2022-07-11T04:09:56.579878+00:00,ETH/USD,buy,Limit,0.001,1150.1,1.1501,2.00E-07,ETH,FALSE
9031809597,2022-07-11T04:07:58.678023+00:00,ETH/USD,buy,Limit,0.001,1151.2,1.1512,2.00E-07,ETH,FALSE
9031806992,2022-07-11T04:07:31.608151+00:00,ETH/USD,buy,Limit,0.001,1152.2,1.1522,2.00E-07,ETH,FALSE
